,ctl_loading_date,ctl_loading,string_quantity,duplicated_by_loading,corrections,delay,day_of_week,cumulative_missing_days,rank
1827,2023-01-31,94577783834,420,24,27,0 days,1,134,1
1828,2023-02-01,12589296333,458,27,34,0 days,2,134,1
1832,2023-02-05,96976883364,442,25,33,0 days,6,137,1
1831,2023-02-05,38000919100,461,26,34,1 days,6,137,2
1830,2023-02-05,26445230275,433,25,31,2 days,6,137,3
1829,2023-02-05,16839769639,448,28,34,3 days,6,137,4
1833,2023-02-06,29851704931,460,27,34,0 days,0,137,1
1834,2023-02-07,2790265892,458,29,34,0 days,1,137,1
1835,2023-02-08,4064927182,484,28,36,0 days,2,137,1
1836,2023-02-09,25280953339,447,24,34,0 days,3,137,1
1838,2023-02-10,55591592614,430,26,30,0 days,4,137,1
1837,2023-02-10,12274444013,19,0,19,59 days,4,137,2
1840,2023-02-13,26268135646,442,26,33,0 days,0,139,1
1839,2023-02-13,20789946319,3,0,3,322 days,0,139,2
1841,2023-02-14,33234646177,458,28,34,0 days,1,139,1
1843,2023-02-14,91198728931,458,30,34,2 days,1,139,2
1842,2023-02-14,40808241412,434,28,31,3 days,1,139,3
1844,2023-02-15,38478242887,491,29,36,0 days,2,139,1
1845,2023-02-16,48709204276,444,26,34,0 days,3,139,1
1846,2023-02-17,22386220378,458,26,34,0 days,4,139,1
1847,2023-02-18,96297691876,432,27,31,0 days,5,139,1
1848,2023-02-19,87179269422,420,22,28,0 days,6,139,1
1849,2023-02-20,42417841491,458,27,34,0 days,0,139,1
1850,2023-02-25,30704473931,458,25,34,0 days,5,143,1
1851,2023-02-25,46916424628,467,27,34,1 days,5,143,2
1854,2023-02-25,74063976160,479,31,35,2 days,5,143,3
1852,2023-02-25,65706388578,458,28,34,3 days,5,143,4
1853,2023-02-25,73782647548,492,28,36,4 days,5,143,5
1855,2023-02-26,75022688443,462,27,34,0 days,6,143,1
1856,2023-02-27,4029409517,426,26,29,0 days,0,143,1
1857,2023-02-28,27549043355,458,26,34,0 days,1,143,1
1858,2023-03-01,9733013480,464,27,34,0 days,2,143,1
1859,2023-03-02,54782509892,450,29,34,0 days,3,143,1
1860,2023-03-03,42125061065,482,29,35,0 days,4,143,1
1861,2023-03-08,4076453651,458,26,34,0 days,2,147,1
1864,2023-03-08,89745319885,421,27,29,1 days,2,147,2
1865,2023-03-08,95192152158,433,26,31,2 days,2,147,3
1863,2023-03-08,75243603361,471,28,35,3 days,2,147,4
1862,2023-03-08,19133790098,487,29,36,4 days,2,147,5
1866,2023-03-09,9956407056,451,27,34,0 days,3,147,1
1867,2023-03-10,45594168979,470,27,34,0 days,4,147,1
1868,2023-03-11,28332435106,458,27,34,0 days,5,147,1
1869,2023-03-12,40751145088,438,23,33,0 days,6,147,1
1870,2023-03-13,62956074279,433,25,31,0 days,0,147,1
1871,2023-03-14,92526218717,58,1,2,0 days,1,147,1
1872,2023-03-15,57375188750,458,26,34,0 days,2,147,1
1874,2023-03-16,40276527544,420,25,28,0 days,3,147,1
1873,2023-03-16,9142182266,42,0,42,204 days,3,147,2
1875,2023-03-17,50281896333,445,29,34,0 days,4,147,1
1876,2023-03-18,1629646736,458,28,34,0 days,5,147,1
1877,2023-03-18,34590364980,190,10,24,4 days,5,147,2
1879,2023-03-19,24303207869,425,23,29,0 days,6,147,1
1880,2023-03-19,64825500803,210,7,8,5 days,6,147,2
1878,2023-03-19,16108248860,24,0,24,534 days,6,147,3
1881,2023-03-20,19875052095,494,29,36,0 days,0,147,1
1882,2023-03-21,2082923704,458,27,34,0 days,1,147,1
1883,2023-03-22,5646912654,438,30,33,0 days,2,147,1
1884,2023-03-23,5807811384,461,27,34,0 days,3,147,1
1885,2023-03-24,54546032583,463,30,34,0 days,4,147,1
1886,2023-03-25,51305753173,476,27,35,0 days,5,147,1
1887,2023-03-26,22853719011,458,26,34,0 days,6,147,1
1888,2023-03-27,50592111014,458,29,34,0 days,0,147,1
1889,2023-03-29,50739376766,426,27,30,0 days,2,148,1
1890,2023-03-29,89749643545,457,28,34,1 days,2,148,2
1891,2023-03-30,54464699865,458,25,34,0 days,3,148,1
1892,2023-03-31,90942960647,489,28,36,0 days,4,148,1
1893,2023-04-01,61807918483,458,29,34,0 days,5,148,1
1894,2023-04-02,88780820688,470,28,34,0 days,6,148,1
1895,2023-04-03,24653235390,447,27,34,0 days,0,148,1
1896,2023-04-04,34066622050,458,28,34,0 days,1,148,1
1897,2023-04-04,35493189972,4,0,4,1391 days,1,148,2
1898,2023-04-05,23309571337,473,28,35,0 days,2,148,1
1899,2023-04-06,33390557151,429,26,31,0 days,3,148,1
1900,2023-04-06,72866195292,8,0,8,543 days,3,148,2
1901,2023-04-07,7357942728,428,26,31,0 days,4,148,1
1902,2023-04-07,32811359935,26,0,26,1670 days,4,148,2
1903,2023-04-08,17997960303,375,19,21,0 days,5,148,1
1904,2023-04-09,93771729671,493,29,36,0 days,6,148,1
1906,2023-04-10,93406655382,428,29,31,0 days,0,148,1
1905,2023-04-10,37880905709,5,0,5,926 days,0,148,2
1907,2023-04-11,9047866967,490,27,36,0 days,1,148,1
1908,2023-04-11,43107195949,120,4,15,3 days,1,148,2
1909,2023-04-12,31326564909,458,29,34,0 days,2,148,1
1910,2023-04-13,46536858981,458,32,34,0 days,3,148,1
1911,2023-04-14,17398326730,458,28,34,0 days,4,148,1
1912,2023-04-15,12377336331,469,29,34,0 days,5,148,1
1913,2023-04-16,78958208594,481,31,35,0 days,6,148,1
1914,2023-04-17,66640862897,469,28,34,0 days,0,148,1
1915,2023-04-18,86912650353,34,1,1,0 days,1,148,1
1916,2023-04-19,93302181774,458,29,34,0 days,2,148,1
1917,2023-04-20,7363235783,428,24,31,0 days,3,148,1
1918,2023-04-20,41793513763,456,27,35,2 days,3,148,2
1919,2023-04-21,30440814599,489,30,36,0 days,4,148,1
1920,2023-04-22,39128161725,458,28,34,0 days,5,148,1
1921,2023-04-23,95163833957,438,30,34,0 days,6,148,1
1922,2023-04-24,26472672847,458,25,34,0 days,0,148,1
1923,2023-04-25,16638819901,464,29,34,0 days,1,148,1
1924,2023-04-26,16721365754,453,30,34,0 days,2,148,1
1925,2023-04-27,47012289010,458,29,34,0 days,3,148,1
1926,2023-04-28,22569588384,448,25,34,0 days,4,148,1
1927,2023-04-29,9958412717,474,31,35,0 days,5,148,1
1928,2023-04-30,30630142060,458,29,34,0 days,6,148,1
1929,2023-05-01,65744427237,424,24,30,0 days,0,148,1
1930,2023-05-02,2405911819,458,28,34,0 days,1,148,1
1931,2023-05-02,92505956902,12,0,12,1434 days,1,148,2
1932,2023-05-03,2260564727,492,30,36,0 days,2,148,1
1933,2023-05-04,37107614630,454,28,34,0 days,3,148,1
1934,2023-05-05,62197150774,458,24,34,0 days,4,148,1
1935,2023-05-05,68023804398,13,0,13,330 days,4,148,2
1936,2023-05-06,56226210816,448,28,34,0 days,5,148,1
1937,2023-05-07,86223619119,492,31,36,0 days,6,148,1
1938,2023-05-08,26949367026,458,25,34,0 days,0,148,1
1939,2023-05-09,8724913787,473,29,35,0 days,1,148,1
1940,2023-05-10,53920868792,458,30,34,0 days,2,148,1
1941,2023-05-11,61143422330,458,27,34,0 days,3,148,1
1942,2023-05-12,18639016299,489,30,36,0 days,4,148,1
1943,2023-05-13,14968995852,458,27,34,0 days,5,148,1
1944,2023-05-14,2246074507,494,28,36,0 days,6,148,1
1945,2023-05-15,80465912789,448,27,34,0 days,0,148,1
1946,2023-05-16,68649089156,420,23,29,0 days,1,148,1
1947,2023-05-17,29930177760,458,29,34,0 days,2,148,1
1948,2023-05-18,34765470150,434,25,33,0 days,3,148,1
1949,2023-05-19,58168236601,471,27,35,0 days,4,148,1
1950,2023-05-20,48860062808,458,32,34,0 days,5,148,1
1951,2023-05-21,86391860740,497,29,36,0 days,6,148,1
1952,2023-05-22,3464698338,458,28,34,0 days,0,148,1
1953,2023-05-23,85519823734,452,29,34,0 days,1,148,1
1955,2023-05-24,87339861321,458,27,34,0 days,2,148,1
1954,2023-05-24,79237340281,30,0,30,57 days,2,148,2
1956,2023-05-25,19531299051,472,27,35,0 days,3,148,1
1957,2023-05-26,9719949642,477,26,35,0 days,4,148,1
1958,2023-05-27,28558383092,452,28,34,0 days,5,148,1
1959,2023-05-28,66407360275,454,28,34,0 days,6,148,1
1960,2023-05-29,95518804013,421,23,29,0 days,0,148,1
1961,2023-05-30,55829548163,482,29,35,0 days,1,148,1
1962,2023-05-31,6970524926,426,26,31,0 days,2,148,1
1963,2023-06-01,21553601911,442,28,34,0 days,3,148,1
1965,2023-06-04,80820838367,430,26,31,0 days,6,150,1
1966,2023-06-04,84003670926,433,25,33,1 days,6,150,2
1964,2023-06-04,31708120501,497,29,36,2 days,6,150,3
1967,2023-06-05,56022149162,482,29,35,0 days,0,150,1
1968,2023-06-06,56837018591,440,29,34,0 days,1,150,1
1969,2023-06-07,76645259333,458,30,34,0 days,2,150,1
1971,2023-06-08,89244833990,447,27,34,0 days,3,150,1
1970,2023-06-08,16848430563,18,0,18,1514 days,3,150,2
1972,2023-06-09,94455411298,428,28,31,0 days,4,150,1
1973,2023-06-10,70214149493,458,28,34,0 days,5,150,1
1974,2023-06-11,47467736327,471,29,35,0 days,6,150,1
1975,2023-06-12,89549332183,428,23,31,0 days,0,150,1
1976,2023-06-13,34897804742,444,30,34,0 days,1,150,1
1977,2023-06-14,65640416602,450,27,34,0 days,2,150,1
1978,2023-06-15,58740482059,458,30,34,0 days,3,150,1
1979,2023-06-16,47574877868,475,30,35,0 days,4,150,1
1980,2023-06-17,56321748432,458,27,34,0 days,5,150,1
1981,2023-06-17,80840520933,16,0,16,52 days,5,150,2
1982,2023-06-18,83435123755,458,29,34,0 days,6,150,1
1983,2023-06-19,31627503006,483,29,36,0 days,0,150,1
1984,2023-06-20,8179271830,496,31,36,0 days,1,150,1
1985,2023-06-21,96520881280,468,30,34,0 days,2,150,1
1986,2023-06-22,18262644651,424,25,31,0 days,3,150,1
1987,2023-06-23,96938511807,495,32,36,0 days,4,150,1
1988,2023-06-24,82145529610,426,27,31,0 days,5,150,1
1989,2023-06-25,53542351097,446,30,34,0 days,6,150,1
1990,2023-06-25,87416713631,3,0,3,1048 days,6,150,2
1991,2023-06-26,10982526096,458,26,34,0 days,0,150,1
1992,2023-06-27,89839490829,458,30,34,0 days,1,150,1
1993,2023-06-28,56535009077,458,27,34,0 days,2,150,1
1994,2023-06-29,90903116840,458,29,34,0 days,3,150,1
1995,2023-06-30,53851235594,458,27,34,0 days,4,150,1
1996,2023-07-01,60949443041,442,31,34,0 days,5,150,1
1998,2023-07-03,76222877031,463,30,34,0 days,0,151,1
1997,2023-07-03,44020240316,432,27,33,1 days,0,151,2
1999,2023-07-04,45389163275,429,25,31,0 days,1,151,1
2000,2023-07-05,2698050451,458,28,34,0 days,2,151,1
2001,2023-07-06,13578445732,458,30,34,0 days,3,151,1
2002,2023-07-07,70753567106,442,31,34,0 days,4,151,1
2003,2023-07-08,87205461137,445,29,34,0 days,5,151,1
2004,2023-07-09,31769847803,493,29,36,0 days,6,151,1
2005,2023-07-10,71713690641,481,33,35,0 days,0,151,1
2006,2023-07-11,90052769683,458,29,34,0 days,1,151,1
2007,2023-07-12,33052295369,486,31,36,0 days,2,151,1
2008,2023-07-13,79806529462,473,29,35,0 days,3,151,1
2009,2023-07-14,31843773952,494,31,36,0 days,4,151,1
2010,2023-07-15,88142085964,458,30,34,0 days,5,151,1
2011,2023-07-16,84848395899,464,28,34,0 days,6,151,1
2012,2023-07-17,6961595369,493,30,36,0 days,0,151,1
2013,2023-07-18,46344290281,458,29,34,0 days,1,151,1
2014,2023-07-19,97702501515,493,31,36,0 days,2,151,1
2015,2023-07-20,18261255445,495,30,36,0 days,3,151,1
2016,2023-07-21,17566141198,428,26,31,0 days,4,151,1
2017,2023-07-22,31007979386,432,30,33,0 days,5,151,1
2018,2023-07-23,86929434445,441,27,33,0 days,6,151,1
2019,2023-07-24,71610584138,458,28,34,0 days,0,151,1
2020,2023-07-25,34420256563,441,27,33,0 days,1,151,1
2021,2023-07-26,45592420014,487,28,36,0 days,2,151,1
2022,2023-07-27,70072873389,459,30,34,0 days,3,151,1
2023,2023-07-28,10894315517,458,29,34,0 days,4,151,1
2024,2023-07-29,26545065115,298,12,13,0 days,5,151,1
2025,2023-07-30,32910169559,493,30,36,0 days,6,151,1
2026,2023-07-30,60518734354,163,6,21,1 days,6,151,2
2028,2023-07-31,30590530616,458,27,34,0 days,0,151,1
2027,2023-07-31,4826981779,22,0,22,58 days,0,151,2
2029,2023-08-01,38630616727,474,30,35,0 days,1,151,1
2030,2023-08-02,83727564349,458,31,34,0 days,2,151,1
2031,2023-08-03,83571910658,429,28,32,0 days,3,151,1
2032,2023-08-04,41289476422,458,29,34,0 days,4,151,1
2033,2023-08-05,81759933430,458,30,34,0 days,5,151,1
2034,2023-08-06,38448561415,458,28,34,0 days,6,151,1
2035,2023-08-06,86939151459,38,1,38,131 days,6,151,2
2036,2023-08-07,4495676160,439,24,33,0 days,0,151,1
2037,2023-08-08,98268125470,473,29,35,0 days,1,151,1
2038,2023-08-09,29196683047,455,28,34,0 days,2,151,1
2039,2023-08-10,89520716717,458,28,34,0 days,3,151,1
2040,2023-08-11,91027913398,98,3,3,0 days,4,151,1
2041,2023-08-12,26928123523,458,29,34,0 days,5,151,1
2042,2023-08-13,63067256826,437,27,33,0 days,6,151,1
2043,2023-08-14,47302957126,458,28,34,0 days,0,151,1
2044,2023-08-15,65185395438,482,27,35,0 days,1,151,1
2045,2023-08-15,80090186702,15,0,15,464 days,1,151,2
2047,2023-08-16,13489572709,458,29,34,0 days,2,151,1
2046,2023-08-16,435359277,360,21,31,5 days,2,151,2
2048,2023-08-16,76283669623,37,1,37,291 days,2,151,3
2049,2023-08-17,73198040010,462,28,34,0 days,3,151,1
2050,2023-08-18,88169095147,438,28,33,0 days,4,151,1
2051,2023-08-19,88362596448,424,22,30,0 days,5,151,1
2052,2023-08-20,56231704264,458,28,34,0 days,6,151,1
2053,2023-08-21,71203782422,479,29,35,0 days,0,151,1
2054,2023-08-22,49262895802,482,27,35,0 days,1,151,1
2055,2023-08-23,90136648387,434,27,33,0 days,2,151,1
2056,2023-08-24,19135637941,443,28,34,0 days,3,151,1
2057,2023-08-25,93084436975,452,29,34,0 days,4,151,1
2058,2023-08-26,67300664325,458,30,34,0 days,5,151,1
2059,2023-08-27,29063609500,473,30,35,0 days,6,151,1
2060,2023-08-28,58068199179,458,28,34,0 days,0,151,1
2061,2023-08-29,66066348803,487,29,36,0 days,1,151,1
2062,2023-08-30,38806408442,465,29,34,0 days,2,151,1
2063,2023-08-31,69267031349,484,29,36,0 days,3,151,1
2064,2023-09-01,33321221675,458,32,34,0 days,4,151,1
2065,2023-09-02,83802022427,490,29,36,0 days,5,151,1
2066,2023-09-03,53520914863,458,29,34,0 days,6,151,1
2067,2023-09-04,29484431698,465,27,34,0 days,0,151,1
2068,2023-09-05,36420878677,458,30,34,0 days,1,151,1
2069,2023-09-06,73764846716,462,26,34,0 days,2,151,1
2070,2023-09-07,39689411220,474,27,35,0 days,3,151,1
2071,2023-09-08,74108063242,458,28,34,0 days,4,151,1
2072,2023-09-09,98338898542,451,29,34,0 days,5,151,1
2073,2023-09-10,73541652187,458,27,34,0 days,6,151,1
2074,2023-09-11,86200831223,485,30,36,0 days,0,151,1
2075,2023-09-12,59966781613,441,25,33,0 days,1,151,1
2076,2023-09-13,18448445110,458,27,34,0 days,2,151,1
2078,2023-09-16,38454157738,468,28,34,0 days,5,153,1
2077,2023-09-16,2665755041,25,0,25,35 days,5,153,2
2079,2023-09-17,41733674414,458,26,34,0 days,6,153,1
2080,2023-09-17,68294225631,14,0,14,1890 days,6,153,2
2082,2023-09-18,47110715741,458,31,34,0 days,0,153,1
2083,2023-09-18,93844518980,488,29,36,3 days,0,153,2
2081,2023-09-18,46331682723,476,29,35,4 days,0,153,3
2084,2023-09-19,12986872180,458,27,34,0 days,1,153,1
2086,2023-09-20,89333744968,458,29,34,0 days,2,153,1
2085,2023-09-20,17514745957,2,0,2,115 days,2,153,2
2088,2023-09-21,94576030450,458,28,34,0 days,3,153,1
2087,2023-09-21,26317652995,34,1,34,541 days,3,153,2
2089,2023-09-22,97313209175,455,31,34,0 days,4,153,1
2090,2023-09-23,40169239510,490,30,36,0 days,5,153,1
2091,2023-09-24,55353733183,492,30,36,0 days,6,153,1
2092,2023-09-25,70352872188,458,29,34,0 days,0,153,1
2093,2023-09-26,22528155284,421,21,29,0 days,1,153,1
2094,2023-09-27,64660513113,427,23,31,0 days,2,153,1
2095,2023-09-28,9854753422,434,25,32,0 days,3,153,1
2096,2023-09-29,37444352159,426,25,31,0 days,4,153,1
2097,2023-09-29,86231470456,27,0,27,353 days,4,153,2
2098,2023-09-30,60965538704,442,28,33,0 days,5,153,1
2099,2023-10-01,50491796684,482,29,35,0 days,6,153,1
2100,2023-10-02,10113385760,445,29,34,0 days,0,153,1
2101,2023-10-03,86976218783,450,27,34,0 days,1,153,1
2102,2023-10-04,69273543631,467,29,34,0 days,2,153,1
2103,2023-10-05,83650517058,466,27,34,0 days,3,153,1
2104,2023-10-06,94805781921,422,24,29,0 days,4,153,1
2105,2023-10-07,35648008610,485,29,36,0 days,5,153,1
2106,2023-10-08,75120395078,494,31,36,0 days,6,153,1
2107,2023-10-09,73136898790,444,29,34,0 days,0,153,1
2108,2023-10-10,61642443415,457,30,34,0 days,1,153,1
2109,2023-10-11,53516270155,455,28,34,0 days,2,153,1
2110,2023-10-12,60804089424,479,28,35,0 days,3,153,1
2111,2023-10-13,78519336941,458,30,34,0 days,4,153,1
2112,2023-10-14,79485909826,478,28,35,0 days,5,153,1
2113,2023-10-15,55469476481,490,28,36,0 days,6,153,1
2114,2023-10-16,15542304963,443,27,34,0 days,0,153,1
2115,2023-10-17,86519771922,490,26,36,0 days,1,153,1
2116,2023-10-18,85493533641,458,28,34,0 days,2,153,1
2117,2023-10-19,35640126966,428,26,32,0 days,3,153,1
2118,2023-10-20,71513232262,492,29,36,0 days,4,153,1
2119,2023-10-21,61322169831,458,27,34,0 days,5,153,1
2120,2023-10-22,81945288532,497,31,36,0 days,6,153,1
2121,2023-10-23,49425879847,458,30,34,0 days,0,153,1
2122,2023-10-24,70692682390,17,0,0,0 days,1,153,1
2123,2023-10-25,36524695341,458,28,34,0 days,2,153,1
2124,2023-10-26,9362591028,445,27,34,0 days,3,153,1
2125,2023-10-26,85377977567,41,2,41,164 days,3,153,2
2126,2023-10-27,48704779993,458,28,34,0 days,4,153,1
2128,2023-10-28,86371999371,461,32,34,0 days,5,153,1
2127,2023-10-28,22218167304,441,27,34,4 days,5,153,2
2129,2023-10-29,371367084,458,28,34,0 days,6,153,1
2130,2023-10-30,48887600534,458,28,34,0 days,0,153,1
2131,2023-10-31,56461509410,458,30,34,0 days,1,153,1
2132,2023-11-01,73579734481,468,28,34,0 days,2,153,1
2133,2023-11-02,36310533384,454,30,34,0 days,3,153,1
2134,2023-11-03,70222786245,484,29,36,0 days,4,153,1
2135,2023-11-04,34053980046,458,28,34,0 days,5,153,1
2136,2023-11-05,16741575006,468,27,34,0 days,6,153,1
2137,2023-11-06,27369197588,431,27,31,0 days,0,153,1
2138,2023-11-06,52435425671,3,0,3,29 days,0,153,2
2139,2023-11-07,59332667001,458,27,34,0 days,1,153,1
2140,2023-11-08,58608277387,422,22,30,0 days,2,153,1
2141,2023-11-09,12797605712,485,32,36,0 days,3,153,1
2142,2023-11-10,12666885246,478,28,35,0 days,4,153,1
2143,2023-11-11,82135315707,428,23,31,0 days,5,153,1
2144,2023-11-12,20787529727,431,25,31,0 days,6,153,1
2145,2023-11-13,31475676721,468,29,34,0 days,0,153,1
2147,2023-11-13,88180054742,28,0,28,93 days,0,153,2
2146,2023-11-13,69653817334,36,2,36,112 days,0,153,3
2149,2023-11-14,32076502304,452,33,34,0 days,1,153,1
2148,2023-11-14,2500564934,33,1,33,1194 days,1,153,2
2150,2023-11-15,76972596290,495,29,36,0 days,2,153,1
2151,2023-11-16,6939423811,429,24,31,0 days,3,153,1
2153,2023-11-17,52074812420,481,29,35,0 days,4,153,1
2152,2023-11-17,5019401956,62,3,62,738 days,4,153,2
2154,2023-11-18,65184197664,433,25,31,0 days,5,153,1
2155,2023-11-19,71133731283,478,29,35,0 days,6,153,1
2156,2023-11-19,85884951899,10,0,10,1153 days,6,153,2
2157,2023-11-20,74860045470,494,29,36,0 days,0,153,1
2158,2023-11-21,39242319969,458,26,34,0 days,1,153,1
2159,2023-11-21,98149388334,11,0,11,220 days,1,153,2
2160,2023-11-22,44140363291,468,26,34,0 days,2,153,1
2161,2023-11-23,63106551506,426,23,31,0 days,3,153,1
2162,2023-11-24,61693263034,453,29,34,0 days,4,153,1
2163,2023-11-24,85280214292,1,0,1,128 days,4,153,2
2165,2023-11-25,73735438662,496,29,36,0 days,5,153,1
2164,2023-11-25,6145624609,33,1,33,756 days,5,153,2
2166,2023-11-26,36700635782,458,30,34,0 days,6,153,1
2167,2023-11-26,82363906171,1,0,1,801 days,6,153,2
2168,2023-11-27,59802701518,449,28,34,0 days,0,153,1
2169,2023-11-28,26691859723,458,28,34,0 days,1,153,1
2170,2023-11-29,49835257286,483,33,36,0 days,2,153,1
2171,2023-11-30,32958128963,458,29,34,0 days,3,153,1
2172,2023-11-30,61955159679,11,0,11,91 days,3,153,2
2173,2023-12-01,41649049239,458,29,34,0 days,4,153,1
2174,2023-12-02,67041219249,172,4,4,0 days,5,153,1
2175,2023-12-03,1558782631,456,30,34,0 days,6,153,1
2176,2023-12-04,1258560136,454,28,34,0 days,0,153,1
2177,2023-12-04,3822036108,309,18,31,2 days,0,153,2
2178,2023-12-04,60765172420,19,0,19,408 days,0,153,3
2179,2023-12-05,54142663677,484,29,36,0 days,1,153,1
2180,2023-12-06,78335637249,494,32,36,0 days,2,153,1
2181,2023-12-07,65948977794,448,30,34,0 days,3,153,1
2182,2023-12-08,19481798250,471,27,35,0 days,4,153,1
2183,2023-12-09,43481343566,461,29,34,0 days,5,153,1
2184,2023-12-10,51578177851,433,25,31,0 days,6,153,1
2185,2023-12-11,15505331318,457,28,34,0 days,0,153,1
2186,2023-12-12,95287621522,488,31,36,0 days,1,153,1
2187,2023-12-13,53843538818,468,25,34,0 days,2,153,1
2188,2023-12-14,26953375978,458,29,34,0 days,3,153,1
2189,2023-12-15,716398857,458,28,34,0 days,4,153,1
2190,2023-12-15,56244552829,31,1,31,1339 days,4,153,2
2191,2023-12-16,51039723881,458,32,34,0 days,5,153,1
2192,2023-12-17,26290610826,468,28,34,0 days,6,153,1
2193,2023-12-18,86356873015,457,28,34,0 days,0,153,1
2194,2023-12-19,21152093160,63,0,0,0 days,1,153,1
2195,2023-12-20,45369116924,472,29,35,0 days,2,153,1
2196,2023-12-20,92482450704,414,24,35,1 days,2,153,2
2197,2023-12-21,60713818918,458,30,34,0 days,3,153,1
2198,2023-12-22,96719139549,458,27,34,0 days,4,153,1
2199,2023-12-23,81283003523,477,29,35,0 days,5,153,1
2200,2023-12-24,11388580795,458,28,34,0 days,6,153,1
2201,2023-12-24,81498206876,22,0,22,119 days,6,153,2
2202,2023-12-25,22164860631,458,31,34,0 days,0,153,1
2203,2023-12-26,87649247575,458,29,34,0 days,1,153,1
2204,2023-12-27,44226687225,437,26,32,0 days,2,153,1
2205,2023-12-27,73973402739,31,1,31,1263 days,2,153,2
2206,2023-12-28,6306483246,458,30,34,0 days,3,153,1
2207,2023-12-29,85978938067,463,27,34,0 days,4,153,1
2208,2023-12-30,95743486359,456,29,34,0 days,5,153,1
2209,2023-12-31,68233275556,467,29,34,0 days,6,153,1
2210,2024-01-01,60977253522,458,28,34,0 days,0,153,1
2211,2024-01-02,29057708974,426,27,31,0 days,1,153,1
2212,2024-01-03,34461514301,458,29,34,0 days,2,153,1
2213,2024-01-04,54454130771,426,28,31,0 days,3,153,1
2214,2024-01-05,68502916516,479,31,35,0 days,4,153,1
2215,2024-01-06,29897620640,432,26,31,0 days,5,153,1
2216,2024-01-07,88127280486,458,29,34,0 days,6,153,1
2217,2024-01-08,32902978920,458,28,34,0 days,0,153,1
2218,2024-01-09,63663273492,429,26,31,0 days,1,153,1
2219,2024-01-10,92762008298,464,30,34,0 days,2,153,1
2220,2024-01-11,32625982902,483,29,36,0 days,3,153,1
2221,2024-01-11,94388541108,3,0,3,36 days,3,153,2
2222,2024-01-12,22996865440,429,27,31,0 days,4,153,1
2223,2024-01-12,57436795591,38,2,38,1312 days,4,153,2
2224,2024-01-13,1416020948,458,29,34,0 days,5,153,1
2225,2024-01-13,16149607875,3,0,3,145 days,5,153,2
2226,2024-01-14,40122813965,492,30,36,0 days,6,153,1
2227,2024-01-15,87420327160,433,24,31,0 days,0,153,1
2229,2024-01-16,63105365916,470,28,34,0 days,1,153,1
2228,2024-01-16,33975705933,26,1,26,139 days,1,153,2
2230,2024-01-16,87055983603,37,2,37,356 days,1,153,3
2231,2024-01-17,33837554636,458,28,34,0 days,2,153,1
2232,2024-01-18,91462636192,497,29,36,0 days,3,153,1
2233,2024-01-19,35582951543,458,30,34,0 days,4,153,1
2234,2024-01-20,19066547599,494,30,36,0 days,5,153,1
2235,2024-01-21,87274926119,491,32,36,0 days,6,153,1
2236,2024-01-22,88804098620,471,31,35,0 days,0,153,1
2237,2024-01-24,27824281488,421,26,31,0 days,2,154,1
2238,2024-01-24,68765686905,457,28,34,1 days,2,154,2
2239,2024-01-25,16860704100,456,26,34,0 days,3,154,1
2240,2024-01-26,70899759122,478,29,35,0 days,4,154,1
2241,2024-01-27,97520490407,460,31,34,0 days,5,154,1
2242,2024-01-28,70749564863,420,23,31,0 days,6,154,1
2243,2024-01-29,17587253729,458,33,34,0 days,0,154,1
2244,2024-01-30,90915618171,461,32,34,0 days,1,154,1
2245,2024-01-31,34279246555,463,30,34,0 days,2,154,1
2246,2024-02-01,96557038394,486,30,36,0 days,3,154,1
2247,2024-02-02,96546188266,441,29,33,0 days,4,154,1
2248,2024-02-03,80203840853,458,28,34,0 days,5,154,1
2249,2024-02-04,53714706079,470,29,34,0 days,6,154,1
2250,2024-02-05,75839176467,458,29,34,0 days,0,154,1
2251,2024-02-06,93431161133,487,31,36,0 days,1,154,1
2252,2024-02-11,8085835642,458,28,34,0 days,6,158,1
2255,2024-02-11,50962624046,462,29,34,1 days,6,158,2
2256,2024-02-11,66592193086,458,28,34,2 days,6,158,3
2253,2024-02-11,31714427024,433,26,31,3 days,6,158,4
2254,2024-02-11,37174431007,441,27,33,4 days,6,158,5
2257,2024-02-12,96305640136,458,31,34,0 days,0,158,1
2258,2024-02-13,67417908107,495,31,36,0 days,1,158,1
2260,2024-02-14,44666059164,458,31,34,0 days,2,158,1
2261,2024-02-14,55249978372,1,0,1,91 days,2,158,2
2259,2024-02-14,37253249179,8,0,8,494 days,2,158,3
2262,2024-02-15,34705730256,479,30,35,0 days,3,158,1
2263,2024-02-16,97128866591,448,29,34,0 days,4,158,1
2264,2024-02-17,96080202450,422,26,31,0 days,5,158,1
2265,2024-02-18,61461623042,494,29,36,0 days,6,158,1
2266,2024-02-19,87623161479,475,27,35,0 days,0,158,1
2267,2024-02-20,58692056835,458,28,34,0 days,1,158,1
2268,2024-02-21,53098448173,431,25,31,0 days,2,158,1
2269,2024-02-22,87092060546,458,28,34,0 days,3,158,1
2270,2024-02-23,58137629276,476,29,35,0 days,4,158,1
2271,2024-02-23,64930945244,22,0,22,19 days,4,158,2
2272,2024-02-24,28771935574,468,28,34,0 days,5,158,1
2273,2024-02-25,40784938862,458,30,34,0 days,6,158,1
2274,2024-02-26,90226093056,464,26,34,0 days,0,158,1
2275,2024-02-27,47406659979,459,31,34,0 days,1,158,1
